Symbol,Market Cap,Sector,Industry
TENB,4089079902,Technology,Computer Software: Prepackaged Software
TENX,21956229,Health Care,Biotechnology: Pharmaceutical Preparations
TEO,4363371908,Telecommunications,Telecommunications Equipment
TER,12846938771,Industrials,Electrical Products
TERN,200784547,Health Care,Biotechnology: Pharmaceutical Preparations
TEVA,16055155836,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,2438872000,Industrials,Construction/Ag Equipment/Trucks
TFC,49590273321,Finance,Major Banks
TFC^I,,,
TFC^O,,,
TFC^R,,,
TFII,6974793579,Industrials,Trucking Freight/Courier Services
TFIN,1253920774,Finance,Major Banks
TFINP,501427788,Finance,Major Banks
TFPM,4003441518,Industrials,Precious Metals
TFSA,208440558,,
TFSL,3417328710,Finance,Savings Institutions
TFX,6266891139,Health Care,Medical/Dental Instruments
TG,249325293,Industrials,Metal Fabrications
TGB,588386120,Basic Materials,Precious Metals
TGI,1937519887,Industrials,Aerospace
TGL,2380197,Consumer Discretionary,Business Services
TGLS,3268732774,Consumer Discretionary,Electronic Components
TGNA,2700678166,Industrials,Broadcasting
TGS,3607231000,Utilities,Natural Gas Distribution
TGT,44505264768,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,5630980114,Health Care,Biotechnology: Pharmaceutical Preparations
TH,682630151,Consumer Discretionary,Hotels/Resorts
THAR,2215245,Health Care,Biotechnology: Pharmaceutical Preparations
THC,12467509470,Health Care,Hospital/Nursing Management
THCH,72361156,Consumer Discretionary,Restaurants
THFF,535896238,Finance,Major Banks
THG,5632207909,Finance,Property-Casualty Insurers
THM,116935579,Basic Materials,Metal Mining
THO,3840765574,Industrials,Homebuilding
THQ,0,Finance,Finance Companies
THR,855729023,Energy,Industrial Machinery/Components
THRD,157863647,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,1524330619,Consumer Discretionary,Auto Parts:O.E.M.
THRY,508743578,Consumer Discretionary,Advertising
THS,1149580000,Consumer Staples,Packaged Foods
THTX,65291627,Health Care,Biotechnology: Pharmaceutical Preparations
THW,0,Finance,Finance Companies
TIC,1192896431,,
TIGO,4746416092,Telecommunications,Telecommunications Equipment
TIGR,1169971712,Finance,Investment Bankers/Brokers/Service
TIL,98671411,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,1137687410,Consumer Discretionary,Home Furnishings
TIMB,7397978246,Telecommunications,Telecommunications Equipment
TIPT,824918002,Finance,Property-Casualty Insurers
TIRX,11494271,Finance,Specialty Insurers
TISI,89867820,Consumer Discretionary,Other Consumer Services
TITN,365121218,Consumer Discretionary,Other Specialty Stores
TIVC,2989060,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,686175810,Technology,EDP Services
TJX,1.40811E+11,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,517945136,Consumer Discretionary,Marine Transportation
TKC,5394400000,Telecommunications,Telecommunications Equipment
TKLF,13299366,Consumer Discretionary,Other Specialty Stores
TKNO,306192898,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,25425697115,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,4452771434,Industrials,Metal Fabrications
TLF,23620495,Consumer Discretionary,Apparel
TLK,14274865412,Telecommunications,Telecommunications Equipment
TLN,9349112113,Utilities,Electric Utilities: Central
TLPH,8463681,Health Care,Biotechnology: Pharmaceutical Preparations
TLRY,497051019,Health Care, Medicinal Chemicals and Botanical Products 
TLS,175576130,Technology,EDP Services
TLSA,88655460,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,167712254,Health Care,Medical Specialities
TLSIW,45434774,Health Care,Medical Specialities
TLX,5325466556,Health Care,Biotechnology: Pharmaceutical Preparations
TLYS,57288623,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,2.34639E+11,Consumer Discretionary,Auto Manufacturing
TMC,622760228,Basic Materials,Metal Mining
TMCI,464004752,Health Care,Medical/Dental Instruments
TMCWW,90456793,Basic Materials,Metal Mining
TMDX,2538478794,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,21691214936,Consumer Discretionary,Broadcasting
TMHC,5841777471,Consumer Discretionary,Homebuilding
TMO,1.71107E+11,Industrials,Industrial Machinery/Components
TMP,873284891,Finance,Major Banks
TMQ,211839169,Basic Materials,Precious Metals
TMUS,2.91031E+11,Telecommunications,Telecommunications Equipment
TNC,1385050692,Industrials,Industrial Machinery/Components
TNDM,1170594320,Health Care,Medical/Dental Instruments
TNET,3855224570,Consumer Discretionary,Business Services
TNFA,692899,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TNGX,152432125,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,1245666454,Consumer Discretionary,Marine Transportation
TNL,2927299554,Consumer Discretionary,Hotels/Resorts
TNMG,12555025,,
TNON,6422710,Health Care,Medical/Dental Instruments
TNONW,96620,Health Care,Medical/Dental Instruments
TNXP,115248719,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,39604873,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,118932570,Health Care,Medical/Nursing Services
TOIIW,2257446,Health Care,Medical/Nursing Services
TOL,9496233500,Consumer Discretionary,Homebuilding
TOMZ,15529798,Industrials,Major Chemicals
TOON,27404677,Consumer Discretionary,Movies/Entertainment
TOP,40726152,Finance,Investment Bankers/Brokers/Service
TOPP,20475000,Industrials,Trucking Freight/Courier Services
TOPS,27245525,Consumer Discretionary,Marine Transportation
TOPW,55198080,Industrials,Other Specialty Stores
TORO,40288030,Consumer Discretionary,Marine Transportation
TOST,19768500000,Technology,EDP Services
TOUR,106507729,Consumer Discretionary,Transportation Services
TOVX,2921571,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,2360146148,Finance,Major Banks
TOYO,123194485,Consumer Discretionary,Miscellaneous manufacturing industries
TPB,1026848190,Consumer Discretionary,Tobacco
TPC,1161508961,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPCS,21844088,Industrials,Metal Fabrications
TPET,9391537,Energy,Oil & Gas Production
TPG,16947619312,Finance,Investment Managers
TPGXL,8938231488,,
TPH,2783083884,Consumer Discretionary,Homebuilding
TPIC,39034731,Industrials,Industrial Machinery/Components
TPL,29041062425,Energy,Oil & Gas Production
TPR,13928001158,Consumer Discretionary,Apparel
TPST,25170295,Health Care,Biotechnology: Pharmaceutical Preparations
TPTA,404503643,Real Estate,Real Estate Investment Trusts
TPVG,249253074,Consumer Discretionary,Other Consumer Services
TR,2168694365,Consumer Staples,Specialty Foods
TRAK,361231549,Technology,EDP Services
TRAW,9031346,Health Care,Biotechnology: Pharmaceutical Preparations
TRC,421640048,Finance,Real Estate
TRDA,310907590,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,598025133,Finance,Finance: Consumer Services
TREX,6141331920,Basic Materials,Forest Products
TRGP,37874239742,Utilities,Natural Gas Distribution
TRI,76512805092,Consumer Discretionary,Publishing
TRIB,5343283,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,890316730,Finance,Finance: Consumer Services
TRINI,1577060685,Finance,Finance: Consumer Services
TRINZ,1570777575,Finance,Finance: Consumer Services
TRIP,1770213603,Technology,Computer Software: Programming Data Processing
TRMB,15113753400,Industrials,Industrial Machinery/Components
TRMD,1513183369,Consumer Discretionary,Marine Transportation
TRMK,1997962110,Finance,Major Banks
TRML,320425727,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRN,2178869376,Industrials,Railroads
TRNO,5570586646,Finance,Real Estate
TRNR,8589882,Technology,Consumer Electronics/Appliances
TRNS,712546834,Industrials,Electrical Products
TROO,53846939,Technology,Radio And Television Broadcasting And Communications Equipment
TROW,20072725077,Finance,Investment Bankers/Brokers/Service
TROX,851286122,Industrials,Major Chemicals
TRP,47891880069,Utilities,Natural Gas Distribution
TRS,870915429,Industrials,Industrial Specialties
TRSG,24150000,Industrials,Industrial Machinery/Components
TRST,554045288,Finance,Major Banks
TRT,23553615,Technology,Industrial Machinery/Components
TRTN^A,,,
TRTN^B,,,
TRTN^C,,,
TRTN^D,,,
TRTN^E,,,
TRTN^F,,,
TRTX,581606516,Real Estate,Real Estate Investment Trusts
TRTX^C,,,
TRU,15799198000,Finance,Finance: Consumer Services
TRUE,138737094,Technology,Computer Software: Programming Data Processing
TRUG,3673387,Consumer Discretionary,Recreational Games/Products/Toys
TRUP,1603597659,Health Care,Medical Specialities
TRV,56250864994,Finance,Property-Casualty Insurers
TRVG,268573905,Technology,EDP Services
TRVI,522084037,Health Care,Biotechnology: Pharmaceutical Preparations
TRX,78598786,Basic Materials,Precious Metals
TS,17700743534,Industrials,Steel/Iron Ore
TSAT,921134075,Industrials,Metal Fabrications
TSBK,242004880,Finance,Banks
TSBX,8880708,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,27310952373,Consumer Discretionary,RETAIL: Building Materials
TSE,118508157,Industrials,Major Chemicals
TSEM,3912113816,Technology,Semiconductors
TSHA,246001958,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSI,0,Finance,Investment Managers
TSLA,8.75536E+11,Consumer Discretionary,Auto Manufacturing
TSLX,1908820066,Finance,Investment Managers
TSM,8.23343E+11,Technology,Semiconductors
TSN,21286175730,Consumer Staples,Meat/Poultry/Fish
TSQ,117025377,Consumer Discretionary,Broadcasting
TSSI,169893431,Consumer Discretionary,Professional Services
TSVT,258551612,Health Care,Biotechnology: Pharmaceutical Preparations
TT,76886942459,Industrials,Auto Parts:O.E.M.
TTAM,2240003950,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTAN,8838795290,Technology,Computer Software: Prepackaged Software
TTC,6881595005,Consumer Discretionary,Tools/Hardware
TTD,26848312705,Technology,Computer Software: Programming Data Processing
TTE,1.26877E+11,Energy,Oil & Gas Production
TTEC,189121078,Consumer Discretionary,Professional Services
TTEK,8006237919,Consumer Discretionary,Military/Government/Technical
TTGT,653091498,Telecommunications,Telecommunications Equipment
TTI,309802332,Energy,Oil & Gas Production
TTMI,2025835457,Technology,Electrical Products
TTNP,3346096,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTSH,278218705,Consumer Discretionary,Home Furnishings
TTWO,36734051290,Technology,Computer Software: Prepackaged Software
TU,21105000000,Telecommunications,Telecommunications Equipment
TURB,28644564,Miscellaneous,Industrial Machinery/Components
TURN,37000522,Finance,Finance/Investors Services
TUSK,99142380,Energy,Oilfield Services/Equipment
TUYA,1246865940,Technology,Computer Software: Prepackaged Software
TV,924207600,Industrials,Broadcasting
TVC,0,Utilities,Electric Utilities: Central
TVE,0,Utilities,Electric Utilities: Central
TVGN,205960645,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVGNW,9727963,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTX,1273416503,Health Care,Biotechnology: Pharmaceutical Preparations
TW,30234572118,Finance,Investment Bankers/Brokers/Service
TWFG,1693481429,Finance,Specialty Insurers
TWG,4161500,Consumer Staples,Packaged Foods
TWI,452495604,Industrials,Steel/Iron Ore
TWIN,107650010,Industrials,Industrial Machinery/Components
TWLO,14039238988,Technology,Computer Software: Prepackaged Software
TWN,0,Finance,Trusts Except Educational Religious and Charitable
TWNP,267396884,Consumer Discretionary,Restaurants
TWO,1185850925,Real Estate,Real Estate Investment Trusts
TWO^A,,,
TWO^B,,,
TWO^C,,,
TWST,2402151488,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TX,5296532168,Industrials,Steel/Iron Ore
TXG,1060356961,Industrials,Biotechnology: Laboratory Analytical Instruments
TXMD,10301182,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,1.54301E+11,Technology,Semiconductors
TXNM,4712653778,Utilities,Electric Utilities: Central
TXO,695321186,Energy,Oil & Gas Production
TXRH,11030806572,Consumer Discretionary,Restaurants
TXT,12192209046,Industrials,Aerospace
TY,1596830470,Finance,Finance Companies
TY^,,,
TYG,450159059,Finance,Investment Managers
TYGO,47177279,Technology,Semiconductors
TYL,24301936724,Technology,Computer Software: Prepackaged Software
TYRA,420472459,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,140564213,Consumer Discretionary,Advertising
TZUP,40345429,Technology,EDP Services
U,8189193855,Technology,Computer Software: Prepackaged Software
UA,2295440353,Consumer Discretionary,Apparel
UAA,2420099099,Consumer Discretionary,Apparel
UAL,23185461318,Consumer Discretionary,Air Freight/Delivery Services
UAMY,256776507,Industrials,Metal Fabrications
UAN,735858128,Industrials,Agricultural Chemicals
UAVS,14230667,Industrials,Aerospace
UBCP,75712068,Finance,Major Banks
UBER,1.51829E+11,Consumer Discretionary,Business Services
UBFO,139424480,Finance,Major Banks
UBS,90228533633,Finance,Major Banks
UBSI,4789014296,Finance,Major Banks
UBX,16192941,Health Care,Biotechnology: Pharmaceutical Preparations
UBXG,7239375,Technology,Computer Software: Programming Data Processing
UCAR,9193600,Consumer Discretionary,Auto Parts:O.E.M.
UCB,3048215269,Finance,Major Banks
UCB^I,,,
UCL,36503665,Consumer Discretionary,Telecommunications Equipment
UCTT,984786742,Technology,Semiconductors
UDMY,1004662396,Real Estate,Other Consumer Services
UDR,13599647054,Real Estate,Real Estate Investment Trusts
UE,2204331603,Finance,Real Estate
UEC,1894993725,Basic Materials,Other Metals and Minerals
UEIC,68311712,Consumer Staples,Consumer Electronics/Appliances
UFCS,675908759,Finance,Property-Casualty Insurers
UFG,177834000,Energy,Oil Refining/Marketing
UFI,83131366,Consumer Discretionary,Textiles
UFPI,6570988322,Basic Materials,Forest Products
UFPT,1627610236,Health Care,Medical/Dental Instruments
UG,38638223,Consumer Discretionary,Package Goods/Cosmetics
UGI,6717202604,Utilities,Natural Gas Distribution
UGP,3159554834,Utilities,Oil/Gas Transmission
UGRO,5586485,Consumer Discretionary,Industrial Specialties
UHAL,12370553449,Consumer Discretionary,Rental/Leasing Companies
UHG,156468376,Consumer Discretionary,Homebuilding
UHGWW,33989385,Consumer Discretionary,Homebuilding
UHS,11899911746,Health Care,Hospital/Nursing Management
UHT,523276159,Real Estate,Real Estate Investment Trusts
UI,18786483962,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,275632323,Technology,EDP Services
UK,739820,Consumer Discretionary,Business Services
UKOMW,6332,Consumer Discretionary,Business Services
UL,1.46446E+11,Consumer Discretionary,Package Goods/Cosmetics
ULBI,81335199,Miscellaneous,Industrial Machinery/Components
ULCC,927173774,Consumer Discretionary,Air Freight/Delivery Services
ULH,701883084,Industrials,Trucking Freight/Courier Services
ULS,11031616309,Health Care,Precision Instruments
ULTA,16455952947,Consumer Discretionary,Other Specialty Stores
ULY,5353070,Technology,EDP Services
UMAC,95090461,Technology,Radio And Television Broadcasting And Communications Equipment
UMBF,6848250600,Finance,Major Banks
UMBFP,1810423680,,
UMC,16965379205,Technology,Semiconductors
UMH,1412567242,Real Estate,Real Estate Investment Trusts
UMH^D,,,
UNB,131664670,Finance,Major Banks
UNCY,61288973,Health Care,Biotechnology: Pharmaceutical Preparations
UNF,3213894824,Consumer Discretionary,Other Consumer Services
UNFI,1523998047,Consumer Discretionary,Food Distributors
UNH,5.29161E+11,Health Care,Medical Specialities
UNIT,1079493228,Real Estate,Real Estate Investment Trusts
UNM,13592440505,Finance,Accident &Health Insurance
UNMA,4385855754,Finance,Accident &Health Insurance
UNP,1.35076E+11,Industrials,Railroads
UNTY,414574148,Finance,Major Banks
UOKA,1786308,Finance,Real Estate
UONE,64320999,Consumer Discretionary,Broadcasting
UONEK,26458283,Consumer Discretionary,Broadcasting
UP,621924943,Consumer Discretionary,Transportation Services
UPB,350275044,Health Care,Biotechnology: Pharmaceutical Preparations
UPBD,1285139519,Consumer Discretionary,Diversified Commercial Services
UPC,1248466,Health Care,Biotechnology: Pharmaceutical Preparations
